,total_cell_ratio,dead_density,empty_area_ratio,live_density
133_32.jpg,10,70,90,30
134_00.jpg,,,100,100
134_01.jpg,,,100,100
134_02.jpg,,,100,100
134_10.jpg,,,100,100
134_11.jpg,,,100,100
134_12.jpg,,,100,100
134_20.jpg,,,100,100
134_21.jpg,,,100,100
134_22.jpg,,,100,100
134_30.jpg,,,100,100
134_31.jpg,,,100,100
134_32.jpg,,,100,100
135_00.jpg,,,100,100
135_01.jpg,,,100,100
135_02.jpg,,,100,100
135_10.jpg,,,100,100
135_11.jpg,,,100,100
135_12.jpg,,,100,100
135_20.jpg,,,100,100
135_21.jpg,,,100,100
135_22.jpg,,,100,100
135_30.jpg,,,100,100
135_31.jpg,,,100,100
135_32.jpg,,,100,100
136_00.jpg,,,100,100
136_01.jpg,,,100,100
136_02.jpg,,,100,100
136_10.jpg,,,100,100
136_11.jpg,,,100,100
136_12.jpg,,,100,100
136_20.jpg,,,100,100
136_21.jpg,,,100,100
136_22.jpg,,,100,100
136_30.jpg,,,100,100
136_31.jpg,,,100,100
136_32.jpg,,,100,100
137_00.jpg,5,100,95,0
137_01.jpg,5,90,95,10
137_02.jpg,5,90,95,10
137_10.jpg,5,95,95,5
137_11.jpg,5,100,95,0
137_12.jpg,5,100,95,0
137_20.jpg,5,100,95,0
137_21.jpg,10,100,90,0
137_22.jpg,10,90,90,10
137_30.jpg,15,100,85,0
137_31.jpg,10,90,90,10
137_32.jpg,5,80,95,20
138_00.jpg,,,100,100
138_01.jpg,,,100,100
138_02.jpg,,,100,100
138_10.jpg,,,100,100
138_11.jpg,,,100,100
138_12.jpg,,,100,100
138_20.jpg,,,100,100
138_21.jpg,,,100,100
138_22.jpg,,,100,100
138_30.jpg,,,100,100
138_31.jpg,,,100,100
138_32.jpg,,,100,100
139_00.jpg,,,100,100
139_01.jpg,,,100,100
139_02.jpg,,,100,100
139_10.jpg,,,100,100
139_11.jpg,,,100,100
139_12.jpg,,,100,100
139_20.jpg,,,100,100
139_21.jpg,,,100,100
139_22.jpg,,,100,100
139_30.jpg,,,100,100
139_31.jpg,,,100,100
139_32.jpg,,,100,100
14_00.jpg,,,100,100
14_01.jpg,,,100,100
14_02.jpg,,,100,100
14_10.jpg,,,100,100
14_11.jpg,,,100,100
14_12.jpg,,,100,100
14_20.jpg,,,100,100
14_21.jpg,,,100,100
14_22.jpg,,,100,100
14_30.jpg,,,100,100
14_31.jpg,,,100,100
14_32.jpg,,,100,100
140_00.jpg,,,100,100
140_01.jpg,,,100,100
140_02.jpg,,,100,100
140_10.jpg,,,100,100
140_11.jpg,,,100,100
140_12.jpg,,,100,100
140_20.jpg,,,100,100
140_21.jpg,,,100,100
140_22.jpg,,,100,100
140_30.jpg,,,100,100
140_31.jpg,,,100,100
140_32.jpg,,,100,100
141_00.jpg,,,100,100
141_01.jpg,,,100,100
141_02.jpg,,,100,100
141_10.jpg,,,100,100
141_11.jpg,,,100,100
141_12.jpg,,,100,100
141_20.jpg,,,100,100
141_21.jpg,,,100,100
141_22.jpg,,,100,100
141_30.jpg,,,100,100
141_31.jpg,,,100,100
141_32.jpg,,,100,100
142_00.jpg,,,100,100
142_01.jpg,,,100,100
142_02.jpg,,,100,100
142_10.jpg,,,100,100
142_11.jpg,,,100,100
142_12.jpg,,,100,100
142_20.jpg,,,100,100
142_21.jpg,,,100,100
142_22.jpg,,,100,100
142_30.jpg,,,100,100
142_31.jpg,,,100,100
142_32.jpg,,,100,100
143_00.jpg,,,100,100
143_01.jpg,,,100,100
143_02.jpg,,,100,100
143_10.jpg,,,100,100
143_11.jpg,,,100,100
143_12.jpg,,,100,100
143_20.jpg,,,100,100
143_21.jpg,,,100,100
143_22.jpg,,,100,100
143_30.jpg,,,100,100
143_31.jpg,,,100,100
143_32.jpg,,,100,100
144_00.jpg,,,100,100
144_01.jpg,,,100,100
144_02.jpg,,,100,100
144_10.jpg,,,100,100
144_11.jpg,,,100,100
144_12.jpg,,,100,100
144_20.jpg,,,100,100
144_21.jpg,,,100,100
144_22.jpg,,,100,100
144_30.jpg,,,100,100
144_31.jpg,,,100,100
144_32.jpg,,,100,100
145_00.jpg,,,100,100
145_01.jpg,,,100,100
145_02.jpg,,,100,100
145_10.jpg,,,100,100
145_11.jpg,,,100,100
145_12.jpg,,,100,100
145_20.jpg,,,100,100
145_21.jpg,,,100,100
145_22.jpg,,,100,100
145_30.jpg,,,100,100
145_31.jpg,,,100,100
145_32.jpg,,,100,100
146_00.jpg,,,100,100
146_01.jpg,,,100,100
146_02.jpg,,,100,100
146_10.jpg,,,100,100
146_11.jpg,,,100,100
146_12.jpg,,,100,100
146_20.jpg,,,100,100
146_21.jpg,,,100,100
146_22.jpg,,,100,100
146_30.jpg,,,100,100
146_31.jpg,,,100,100
146_32.jpg,,,100,100
147_00.jpg,,,100,100
147_01.jpg,,,100,100
147_02.jpg,,,100,100
147_10.jpg,,,100,100
147_11.jpg,,,100,100
147_12.jpg,,,100,100
147_20.jpg,,,100,100
147_21.jpg,,,100,100
147_22.jpg,,,100,100
147_30.jpg,,,100,100
147_31.jpg,,,100,100
147_32.jpg,,,100,100
148_00.jpg,,,100,100
148_01.jpg,,,100,100
148_02.jpg,,,100,100
148_10.jpg,,,100,100
148_11.jpg,,,100,100
148_12.jpg,,,100,100
148_20.jpg,,,100,100
148_21.jpg,,,100,100
148_22.jpg,,,100,100
148_30.jpg,,,100,100
148_31.jpg,,,100,100
148_32.jpg,,,100,100
149_00.jpg,,,100,100
149_01.jpg,,,100,100
149_02.jpg,,,100,100
149_10.jpg,,,100,100
149_11.jpg,,,100,100
149_12.jpg,,,100,100
149_20.jpg,,,100,100
149_21.jpg,,,100,100
149_22.jpg,,,100,100
149_30.jpg,,,100,100
149_31.jpg,,,100,100
149_32.jpg,,,100,100
15_00.jpg,,,100,100
15_01.jpg,,,100,100
15_02.jpg,,,100,100
15_10.jpg,,,100,100
15_11.jpg,,,100,100
15_12.jpg,,,100,100
15_20.jpg,,,100,100
15_21.jpg,,,100,100
15_22.jpg,,,100,100
15_30.jpg,,,100,100
15_31.jpg,,,100,100
15_32.jpg,,,100,100
150_00.jpg,,,100,100
150_01.jpg,,,100,100
150_02.jpg,,,100,100
150_10.jpg,,,100,100
150_11.jpg,,,100,100
150_12.jpg,,,100,100
150_20.jpg,,,100,100
150_21.jpg,,,100,100
150_22.jpg,,,100,100
150_30.jpg,,,100,100
150_31.jpg,,,100,100
150_32.jpg,,,100,100
151_00.jpg,,,100,100
151_01.jpg,,,100,100
151_02.jpg,,,100,100
151_10.jpg,,,100,100
151_11.jpg,,,100,100
151_12.jpg,,,100,100
151_20.jpg,,,100,100
151_21.jpg,,,100,100
151_22.jpg,,,100,100
151_30.jpg,,,100,100
151_31.jpg,,,100,100
151_32.jpg,,,100,100
152_00.jpg,,,100,100
152_01.jpg,,,100,100
152_02.jpg,,,100,100
152_10.jpg,,,100,100
152_11.jpg,,,100,100
152_12.jpg,,,100,100
152_20.jpg,,,100,100
152_21.jpg,,,100,100
152_22.jpg,,,100,100
152_30.jpg,,,100,100
152_31.jpg,,,100,100
152_32.jpg,,,100,100
153_00.jpg,,,100,100
153_01.jpg,,,100,100
153_02.jpg,,,100,100
153_10.jpg,,,100,100
153_11.jpg,,,100,100
153_12.jpg,,,100,100
153_20.jpg,,,100,100
153_21.jpg,,,100,100
153_22.jpg,,,100,100
153_30.jpg,,,100,100
153_31.jpg,,,100,100
153_32.jpg,,,100,100
154_00.jpg,,,100,100
154_01.jpg,,,100,100
154_02.jpg,,,100,100
154_10.jpg,,,100,100
154_11.jpg,,,100,100
154_12.jpg,,,100,100
154_20.jpg,,,100,100
154_21.jpg,,,100,100
154_22.jpg,,,100,100
154_30.jpg,,,100,100
154_31.jpg,,,100,100
154_32.jpg,,,100,100
155_00.jpg,,,100,100
155_01.jpg,,,100,100
155_02.jpg,,,100,100
155_10.jpg,,,100,100
155_11.jpg,,,100,100
155_12.jpg,,,100,100
155_20.jpg,,,100,100
155_21.jpg,,,100,100
155_22.jpg,,,100,100
155_30.jpg,,,100,100
155_31.jpg,,,100,100
155_32.jpg,,,100,100
156_00.jpg,,,100,100
156_01.jpg,,,100,100
156_02.jpg,,,100,100
156_10.jpg,,,100,100
156_11.jpg,,,100,100
156_12.jpg,,,100,100
156_20.jpg,,,100,100
156_21.jpg,,,100,100
156_22.jpg,,,100,100
156_30.jpg,,,100,100
156_31.jpg,,,100,100
156_32.jpg,,,100,100
157_00.jpg,,,100,100
157_01.jpg,,,100,100
157_02.jpg,,,100,100
157_10.jpg,,,100,100
157_11.jpg,,,100,100
157_12.jpg,,,100,100
157_20.jpg,,,100,100
157_21.jpg,,,100,100
157_22.jpg,,,100,100
157_30.jpg,,,100,100
157_31.jpg,,,100,100
157_32.jpg,,,100,100
158_00.jpg,,,100,100
158_01.jpg,,,100,100
158_02.jpg,,,100,100
158_10.jpg,,,100,100
158_11.jpg,,,100,100
158_12.jpg,,,100,100
158_20.jpg,,,100,100
158_21.jpg,,,100,100
158_22.jpg,,,100,100
158_30.jpg,,,100,100
158_31.jpg,,,100,100
158_32.jpg,,,100,100
159_00.jpg,,,100,100
159_01.jpg,,,100,100
159_02.jpg,,,100,100
159_10.jpg,,,100,100
159_11.jpg,,,100,100
159_12.jpg,,,100,100
159_20.jpg,,,100,100
159_21.jpg,,,100,100
159_22.jpg,,,100,100
159_30.jpg,,,100,100
159_31.jpg,,,100,100
159_32.jpg,,,100,100
16_00.jpg,,,100,100
16_01.jpg,,,100,100
16_02.jpg,,,100,100
16_10.jpg,,,100,100
16_11.jpg,,,100,100
16_12.jpg,,,100,100
16_20.jpg,,,100,100
16_21.jpg,,,100,100
16_22.jpg,,,100,100
16_30.jpg,,,100,100
16_31.jpg,,,100,100
16_32.jpg,,,100,100
160_00.jpg,,,100,100
160_01.jpg,,,100,100
160_02.jpg,,,100,100
160_10.jpg,,,100,100
160_11.jpg,,,100,100
160_12.jpg,,,100,100
160_20.jpg,,,100,100
160_21.jpg,,,100,100
160_22.jpg,,,100,100
160_30.jpg,,,100,100
160_31.jpg,,,100,100
160_32.jpg,,,100,100
161_00.jpg,,,100,100
161_01.jpg,,,100,100
161_02.jpg,,,100,100
161_10.jpg,,,100,100
161_11.jpg,,,100,100
161_12.jpg,,,100,100
161_20.jpg,,,100,100
161_21.jpg,,,100,100
161_22.jpg,,,100,100
161_30.jpg,,,100,100
161_31.jpg,,,100,100
161_32.jpg,,,100,100
162_00.jpg,5,100,95,0
162_01.jpg,5,100,95,0
162_02.jpg,5,100,95,0
162_10.jpg,5,100,95,0
162_11.jpg,5,100,95,0
162_12.jpg,5,100,95,0
162_20.jpg,5,100,95,0
162_21.jpg,5,100,95,0
162_22.jpg,5,100,95,0
162_30.jpg,5,100,95,0
162_31.jpg,5,100,95,0
162_32.jpg,5,100,95,0
163_00.jpg,5,100,95,0
163_01.jpg,5,100,95,0
163_02.jpg,1,100,99,0
163_10.jpg,5,100,95,0
163_11.jpg,5,100,95,0
163_12.jpg,5,100,95,0
163_20.jpg,5,100,95,0
163_21.jpg,5,100,95,0
163_22.jpg,5,100,95,0
163_30.jpg,5,100,95,0
163_31.jpg,5,100,95,0
163_32.jpg,5,100,95,0
164_00.jpg,5,100,95,0
164_01.jpg,5,100,95,0
164_02.jpg,5,100,95,0
164_10.jpg,10,100,90,0
164_11.jpg,10,40,90,60
164_12.jpg,10,95,90,5
164_20.jpg,10,70,90,30
164_21.jpg,10,70,90,30
164_22.jpg,10,50,90,50
164_30.jpg,10,70,90,30
164_31.jpg,15,90,85,10
164_32.jpg,5,100,95,0
165_00.jpg,,,100,100
165_01.jpg,,,100,100
165_02.jpg,,,100,100
165_10.jpg,,,100,100
165_11.jpg,,,100,100
165_12.jpg,,,100,100
165_20.jpg,,,100,100
165_21.jpg,,,100,100
165_22.jpg,,,100,100
165_30.jpg,,,100,100
165_31.jpg,,,100,100
165_32.jpg,,,100,100
166_00.jpg,,,100,100
166_01.jpg,,,100,100
166_02.jpg,,,100,100
166_10.jpg,,,100,100
166_11.jpg,,,100,100
166_12.jpg,,,100,100
166_20.jpg,,,100,100
166_21.jpg,,,100,100
166_22.jpg,,,100,100
166_30.jpg,,,100,100
166_31.jpg,,,100,100
166_32.jpg,,,100,100
167_00.jpg,,,100,100
167_01.jpg,,,100,100
167_02.jpg,,,100,100
167_10.jpg,,,100,100
167_11.jpg,,,100,100
167_12.jpg,,,100,100
167_20.jpg,,,100,100
167_21.jpg,,,100,100
167_22.jpg,,,100,100
167_30.jpg,,,100,100
167_31.jpg,,,100,100
167_32.jpg,,,100,100
168_00.jpg,,,100,100
168_01.jpg,,,100,100
168_02.jpg,,,100,100
168_10.jpg,,,100,100
168_11.jpg,,,100,100
168_12.jpg,,,100,100
168_20.jpg,,,100,100
168_21.jpg,,,100,100
168_22.jpg,,,100,100
168_30.jpg,,,100,100
168_31.jpg,,,100,100
168_32.jpg,,,100,100
169_00.jpg,,,100,100
